pl_name,hostname,pl_letter,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2,pl_orbper_reflink,pl_orbsmax_reflink,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_insol_reflink,pl_eqt_reflink,pl_imppar_reflink,pl_trandur_reflink,pl_ratdor_reflink,pl_ratror_reflink,TSM,transSignal,manual_add
K2-133 d,K2-133,d,Transit,2017,K2,1,11.02454,0.00036,-0.00035,0,0.07487,0.00059,-0.0006,0.0,2.003,0.107,-0.107,0,M-R relationship,,,,,,,,,89.4,0.1,-0.08,0.0,0.37,0.055,-0.066,0.0,2.32,0.08,-0.09,0.0,34.99931879683272,,,,0.0404,0.0008,-0.001,0.0,436.8603080270566,,,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0.0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,11.084,0.021,-0.021,10.487,0.021,-0.021,10.279,0.018,-0.018,,,,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,4.67,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,Calculated,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,27.172114546010583,0.00017562670604555271,0.0
K2-174 b,K2-174,b,Transit,2018,K2,1,19.562307,7.8e-05,-7.6e-05,0,0.126,0.001,-0.001,0.0,2.6,0.1,-0.1,0,M-R relationship,,,,,95.77,,,0.0,89.95,0.04,-0.05,0.0,0.02,0.03,-0.02,0.0,5.808,0.048,-0.048,0.0,26.6,0.2,-0.2,0.0,0.036,0.001,-0.001,0.0,455.0,5.0,-5.0,4455.0,31.0,-29.0,0.0,0.68,0.01,-0.01,0,0.7,0.03,-0.02,0,4.62,0.02,-0.02,0.0,04h03m10.31s,60.7929729,+16d20m49.80s,16.347166,99.9293,0.3607,-0.3581,12.456,0.069,-0.069,10.231,0.021,-0.021,9.649,0.022,-0.022,9.496,0.017,-0.017,,,,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,7.27,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,26.949440266056616,0.00012110902413910874,0.0
K2-26 b,K2-26,b,Transit,2016,K2,1,14.5665,0.0016,-0.002,0,0.0962,0.0054,-0.0061,0.0,2.67,0.46,-0.42,0,M-R relationship,,,,,5.8,,,0.0,88.4,1.2,-1.5,0.0,0.57,0.24,-0.39,0.0,4.73,0.25,-0.12,0.0,20.7,3.9,-5.8,0.0,0.0471,0.0037,-0.0022,0.0,430.0,,,3785.0,185.0,-185.0,0.0,0.52,0.08,-0.08,0,0.56,0.1,-0.1,0,4.72,0.01,-0.01,0.0,06h16m49.54s,94.2064312,+24d35m45.00s,24.5958335,99.0504,0.5153,-0.5102,14.528,0.053,-0.053,11.35,0.024,-0.024,10.762,0.022,-0.022,10.53,0.018,-0.018,,,,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,7.61,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,26.91419785661285,0.0001922020625571489,0.0
K2-165 c,K2-165,c,Transit,2018,K2,1,4.382745,0.000514,-0.000536,0,0.0492586447470133,,,,1.554,0.209,-0.11,0,M-R relationship,,,,,,,,,87.054,2.053,-4.971,0.0,,,,,,,,,10.510761,1.888176,-4.198198,0.0,0.01772,0.00217,-0.00108,0.0,1130.8804138376759,,,5185.0,50.0,-50.0,0.0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0,4.46,0.1,-0.1,0.0,12h19m36.12s,184.9004881,+00d58m05.98s,0.968327,134.591,1.2,-1.178,11.332,0.027,-0.027,10.055,0.021,-0.021,9.627,0.019,-0.019,9.536,0.016,-0.016,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,Calculated,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.03,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,26.885472192619897,0.0001045860288098833,0.0
K2-53 b,K2-53,b,Transit,2016,K2,1,12.20772,0.000123,-0.000113,0,0.098,0.001,-0.001,0.0,2.6,0.1,-0.1,0,M-R relationship,,,,,52.5,7.1,-7.1,0.0,89.32,0.22,-0.16,0.0,0.31,0.07,-0.1,0.0,3.48,0.072,-0.072,0.0,26.3,0.4,-0.4,0.0,0.03,0.001,-0.001,0.0,665.0,13.0,-13.0,5263.0,88.0,-86.0,0.0,0.81,0.02,-0.01,0,0.85,0.03,-0.04,0,4.55,0.02,-0.03,0.0,16h16m34.07s,244.1419684,-20d24m02.15s,-20.4005984,138.018,1.14,-1.121,12.634,0.057,-0.057,10.306,0.024,-0.024,9.826,0.024,-0.024,9.664,0.021,-0.021,,,,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,7.27,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,26.816851416378878,0.00012292048390187318,0.0
K2-133 c,K2-133,c,Transit,2017,K2,1,4.86784,0.00012,-0.00012,0,0.04341,0.00034,-0.00035,0.0,1.603,0.09,-0.088,0,M-R relationship,,,,,,,,,88.21,0.11,-0.08,0.0,0.64,0.046,-0.047,0.0,1.62,0.04,-0.06,0.0,20.292779871383843,,,,0.0323,0.0009,-0.0009,0.0,573.7221421409481,,,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,4.77,0.01,-0.01,0.0,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,11.084,0.021,-0.021,10.487,0.021,-0.021,10.279,0.018,-0.018,,,,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,3.2,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,Calculated,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,<a refstr=WELLS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473L.131W/abstract target=ref>Wells et al. 2018</a>,Calculated,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,26.693595910088767,0.00017219136524629047,0.0
K2-77 b,K2-77,b,Transit,2016,K2,1,8.199796,0.000683,-0.000719,0,0.076,0.002,-0.002,0.0,2.3,0.16,-0.16,0,Calculated,0.14,0.22,-0.09,0.0,58.0,7.0,-7.0,0.0,88.7,0.8,-0.8,0.0,0.46,0.24,-0.3,0.0,2.4,0.35,-0.75,0.0,23.2,6.4,-2.3,0.0,0.0278,0.0022,-0.0011,0.0,693.0,,,4970.0,45.0,-45.0,0.0,0.76,0.03,-0.03,0,0.8,0.12,-0.12,0,4.47,0.13,-0.13,0.0,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,10.384,0.02,-0.02,9.91,0.023,-0.023,9.799,0.018,-0.018,19.8,2.9,-2.9,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,5.905095421940488,,,1.0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,26.099559849890486,0.000119796715765963,0.0
TOI-2285 b,TOI-2285,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,27.26955,0.00013,-0.0001,0,0.1363,0.001,-0.001,0.0,1.74,0.08,-0.08,0,Calculated,0.3,0.1,-0.09,0.0,1.54,0.14,-0.14,0.0,89.66,0.22,-0.19,0.0,0.49,0.19,-0.31,0.0,2.4633215,0.7866017,-0.7866017,0.0,63.0,1.9,-1.7,0.0,0.0344,0.0013,-0.0013,0.0,284.0,6.0,-6.0,3491.0,58.0,-58.0,0.0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,4.77,0.01,-0.01,0.0,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.409,0.047,-0.047,13.403,0.092,-0.092,9.86,0.027,-0.027,9.262,0.028,-0.028,9.034,0.022,-0.022,,,,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,3.6769758520322235,,,1.0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,25.842241988763014,9.133029599746033e-05,0.0
TRAPPIST-1 d,TRAPPIST-1,d,Transit,2016,La Silla Observatory,1,4.049219,2.6e-05,-2.6e-05,0,0.02227,0.00019,-0.00019,0.0,0.788,0.011,-0.01,0,Mass,0.00837,0.00093,-0.00093,0.0,1.11,0.04,-0.04,0.0,89.896,0.077,-0.077,0.0,0.063,0.063,-0.043,0.0,0.8145,0.004,-0.004,0.0,40.216,0.182,-0.299,0.0,0.06063,0.00052,-0.00052,0.0,286.2,2.8,-2.8,2566.0,26.0,-26.0,0.0,0.12,0.0,-0.0,0,0.09,0.0,-0.0,0,5.24,0.01,-0.01,0.0,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,0.0187066,-0.0187066,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,1.4,0.05,-0.05,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.388,0.012,-0.012,0.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=DUCROT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A.112D/abstract target=ref>Ducrot et al. 2020</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,25.527463574033067,0.00015678906062770507,0.0
K2-21 c,K2-21,c,Transit,2015,K2,1,15.50192,0.000918,-0.000928,0,0.107,0.003,-0.004,0.0,2.49,0.17,-0.19,0,M-R relationship,0.21,0.20677,-0.173719,0.0,5.1,1.1,-0.9,0.0,88.85,0.4,-0.15,0.0,0.66,0.19,-0.4,0.0,2.333,0.084,-0.084,0.0,35.5,1.63,-1.63,0.0,0.03533,0.00174,-0.00219,0.0,420.0,,,4222.06,88.15,-84.41,0.0,0.65,0.03,-0.03,0,0.68,0.07,-0.07,0,4.83,0.05,-0.05,0.0,22h41m12.91s,340.3037846,-14d29m21.57s,-14.4893256,83.6448,0.2665,-0.2649,12.851,0.057,-0.057,10.251,0.021,-0.021,9.633,0.022,-0.022,9.417,0.02,-0.02,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,6.76,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=PETIGURA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...811..102P/abstract target=ref>Petigura et al. 2015</a>,<a refstr=PETIGURA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...811..102P/abstract target=ref>Petigura et al. 2015</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,25.48264285743247,0.000110894596706502,0.0
K2-3 c,K2-3,c,Transit,2015,K2,1,24.646582,3.9e-05,-3.9e-05,0,0.1414,0.0047,-0.0047,0.0,1.69,0.17,-0.17,0,Mass,0.095,,,1.0,3.51,0.85,-0.73,0.0,89.905,0.066,-0.088,0.0,0.09,0.08,-0.06,0.0,3.428,0.106,-0.097,0.0,54.57,0.46,-0.56,0.0,0.0259,0.0006,-0.0006,0.0,381.0,21.0,-21.0,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0,0.62,0.06,-0.06,0,4.66,0.05,-0.05,0.0,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,9.421,0.027,-0.027,8.805,0.044,-0.044,8.561,0.023,-0.023,40.71,0.87,-1.36,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.3,1.2,-1.2,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,<a refstr=CROSSFIELD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...10C/abstract target=ref>Crossfield et al. 2015</a>,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,25.46473693259499,7.516548048890027e-05,0.0
K2-65 b,K2-65,b,Transit,2016,K2,1,12.6475,0.0013,-0.0013,0,0.1014,0.0039,-0.0039,0.0,1.58,0.38,-0.38,0,M-R relationship,,,,,45.0,17.0,-17.0,0.0,89.148,0.623,-1.329,0.0,0.61,,,0.0,3.43,0.35,-0.35,0.0,28.897357,2.999707,-8.547881,0.0,0.0173,0.0034,-0.0034,0.0,685.7150247932599,,,5213.0,336.0,-336.0,0.0,0.84,0.12,-0.12,0,0.87,0.1,-0.1,0,4.53,0.08,-0.08,0.0,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373,72.2,12.83,-9.47,10.71,0.03,-0.03,8.967,0.035,-0.035,8.457,0.033,-0.033,8.344,0.024,-0.024,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3.12,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,Calculated,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,24.909918423922953,5.9684221584708095e-05,0.0
