index,designation,ra,dec,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,ruwe,teff_gspphot
1829,Gaia DR3 6228651874348709504,222.79821190937105,-26.059295550273017,9.154657,8.697028,9.438292,1.0616766,5899.6255
1830,Gaia DR3 2332938347272448512,359.67364452360795,-29.50292022066496,9.007016,8.62995,9.227437,0.9723147,6411.0493
1831,Gaia DR3 5650051094460772352,137.1995945565606,-26.423969049957833,9.070502,8.625048,9.347841,1.1764852,5964.034
1832,Gaia DR3 4050750993219147776,272.66883623061926,-28.741458155243237,9.049345,7.9342117,10.337293,0.52605563,5004.6006
1833,Gaia DR3 5060495399188602752,51.927416988037095,-27.41143312439393,9.008962,8.557366,9.289814,0.9868031,5908.6167
1834,Gaia DR3 3496098980898609664,190.98722151514636,-27.440379213007983,9.123123,8.70601,9.376233,0.96465045,6179.07
1835,Gaia DR3 6809950306014210304,326.00757681495963,-27.894283616289794,9.051599,8.571605,9.358248,0.95210457,5831.528
1836,Gaia DR3 5608964406518268160,103.58750598196417,-28.94725084663153,9.0127535,8.716931,9.171912,0.9550117,6986.3135
1837,Gaia DR3 6041700537904065152,242.11450051819406,-28.90153356073879,9.110429,8.372474,9.702254,1.1475381,5100.318
1838,Gaia DR3 5039553035572776704,19.543342192913645,-26.862466957332458,9.105872,8.574665,9.463967,0.9262429,5654.9346
1839,Gaia DR3 5468338484229595264,158.07179652237522,-27.018317714373214,9.056144,8.661481,9.289722,1.2471397,6311.0864
1840,Gaia DR3 6752809648794486784,295.79119908272673,-28.647442642626277,9.061111,8.578817,9.361499,1.1372342,6502.171
1841,Gaia DR3 4879310451459850368,70.89157664814637,-28.664327301508333,9.004017,8.36273,9.477487,0.9562295,5054.502
1842,Gaia DR3 6177541797885324672,209.02297174172242,-27.678975954364947,9.027377,8.608996,9.283489,0.98809,6146.871
1843,Gaia DR3 6606415478054063616,346.9003075485644,-28.58292374255113,9.028342,8.480786,9.404861,1.1606879,5523.9287
1844,Gaia DR3 5692951633009044864,123.06652420767625,-28.2857551280438,9.079754,8.686512,9.31359,0.97960764,6320.6147
1845,Gaia DR3 4108275139411855488,260.1596615737098,-27.038258699646683,9.018268,8.054019,9.969377,0.73524594,5630.84
1846,Gaia DR3 5069118456567586432,39.02792817855333,-28.9231626202912,9.140754,8.730268,9.387168,1.0328474,6180.3423
1847,Gaia DR3 3481054092713533824,176.62873362501082,-28.769982750875677,9.054674,8.532534,9.404634,0.9043961,5560.76
1848,Gaia DR3 6782387538075403136,315.018401870265,-30.58371552678218,9.091392,8.624771,9.338645,1.0998936,6012.2563
1849,Gaia DR3 2909591995148812288,90.65983193695138,-28.318727389180744,9.071743,8.736914,9.259796,1.15648,6679.6396
1850,Gaia DR3 6211202246860716416,229.93381521739101,-30.06756887810855,9.044524,8.623987,9.298275,1.0026449,6414.274
1851,Gaia DR3 2320057602912523776,4.92373554754265,-30.658426234426898,9.025322,8.62894,9.258833,1.1255428,6410.1553
1852,Gaia DR3 5658031693453031168,143.67953767659625,-27.06867808988314,9.14253,8.753161,9.372403,1.0505399,6339.735
1853,Gaia DR3 4072576058420534400,280.78281950229456,-27.31390554054885,9.122413,8.336546,9.781376,0.88216186,5010.3105
1854,Gaia DR3 4887639011522195328,57.64136605427575,-30.55540699906694,9.095762,8.52358,9.503057,1.0049456,5361.1895
1855,Gaia DR3 6186429901990739328,198.8750366203689,-27.44596982735141,9.038441,8.560751,9.343958,0.8896487,5977.6733
1856,Gaia DR3 6615496482026345728,335.17123938968314,-28.232774302587742,9.007973,8.526757,9.295615,1.1036509,5819.9565
1857,Gaia DR3 5605320762428007424,111.11039683844258,-30.925354783739134,9.005954,8.604022,9.249647,0.88229734,6229.725
1858,Gaia DR3 6031712501248440064,249.5449881747439,-29.678014433339122,9.042273,8.658295,9.269646,0.98077214,6389.588
1859,Gaia DR3 5022633853723806464,26.8453491080889,-28.795467017783675,9.321839,8.904046,9.575112,0.919155,6129.655
1860,Gaia DR3 5453712368240572160,165.3653944515887,-28.162244885242497,9.1201105,8.424766,9.656754,1.03429,5022.375
1861,Gaia DR3 6750362509569449472,301.06337069532447,-29.4656143195131,9.001743,8.551516,9.28236,0.9176338,6017.4204
1862,Gaia DR3 2906327785643675520,79.11998166345954,-29.86641112777729,9.068258,8.570143,9.395173,0.9592303,5704.4673
1863,Gaia DR3 6221072287863292800,215.32316670218265,-29.43606271017622,9.022565,8.349034,9.53244,1.1793984,5219.0938
1864,Gaia DR3 2330973206460154496,353.3108318382219,-28.677348054943963,9.077927,8.715558,9.2857,0.9596033,6539.3574
1865,Gaia DR3 5641632065205202560,132.98169476063697,-30.189881867952653,9.084828,8.731845,9.288289,0.98218155,6673.3613
1866,Gaia DR3 4062461646612827776,270.37363967533076,-28.786646226540558,9.149182,8.668722,9.455948,0.5968638,5890.3535
1867,Gaia DR3 5058018646168315264,47.982796129601155,-30.776523155338673,9.063779,8.443298,9.517152,1.0045395,5003.6885
1868,Gaia DR3 3474388715786564736,182.91704320962546,-28.51557341080974,9.065102,8.461722,9.482397,0.9223167,5321.6997
1869,Gaia DR3 6784279698803665280,321.40742282772334,-31.58435597492993,9.015634,8.554076,9.310204,1.0083022,5898.618
1870,Gaia DR3 2894488038279671936,98.97743457944271,-30.068575947388098,9.00178,8.368417,9.463804,0.8991766,5700.388
1871,Gaia DR3 6209239859125856000,235.21625218722087,-29.400914423057422,9.068558,8.613258,9.355571,1.0856252,5908.902
1872,Gaia DR3 5031659710316435200,12.898954591391824,-30.98617679678385,9.067518,8.638544,9.3310375,0.9267979,6091.413
1873,Gaia DR3 5463620720353380352,151.70794439990257,-29.96675803191828,9.060248,8.575193,9.373557,1.1770529,5693.1016
1874,Gaia DR3 6759576210855599488,289.8785896676283,-28.554668027460067,9.010731,8.581847,9.275123,0.81370306,6086.733
1875,Gaia DR3 4872843776900725760,66.97611831053972,-30.7442789973041,9.011462,8.543152,9.304354,1.0276467,5944.6436
1876,Gaia DR3 6175893556940258944,203.73881998165825,-29.923419843255104,9.014683,8.521199,9.297086,1.2001584,5827.713
1877,Gaia DR3 6609186453514376192,343.9103525608596,-29.039518738231042,9.039205,8.616702,9.297601,1.0029202,6116.2124
1878,Gaia DR3 5597712554284824832,120.07212630236344,-28.999999769046443,9.0057745,8.583426,9.266034,0.95767176,6101.862
1879,Gaia DR3 6030151061649040000,255.22622049919502,-28.39939793628307,9.049681,8.499226,9.375003,1.0267862,5742.1426
1880,Gaia DR3 5067812580350366976,35.12214597191462,-30.17065335004613,9.065032,8.405417,9.554825,1.0546799,5443.766
1881,Gaia DR3 3481580827503352064,170.9643245757311,-31.64774538534575,9.064091,8.617023,9.342617,1.0286344,5972.0513
1882,Gaia DR3 6795330168621591936,310.38518647592224,-29.142077472908767,9.017886,8.657957,9.225139,0.9304648,6604.9097
1883,Gaia DR3 2903657896534140160,88.1157050043419,-29.114735849406554,9.065678,8.660734,9.3080435,0.98310983,6365.668
1884,Gaia DR3 6223987471150018176,225.2882227285582,-29.62939129122147,9.179624,8.672579,9.509881,1.3276865,6097.0
1885,Gaia DR3 2313605153285044480,1.3433398325800054,-32.417070063119034,9.05851,8.610946,9.337298,1.1094456,5959.017
1886,Gaia DR3 5635030666114998144,139.6247395834278,-29.410422020350936,9.156936,8.765451,9.388066,0.93497777,6318.6094
1887,Gaia DR3 4046623731374623744,278.46229645396903,-31.461280277507573,9.073537,8.637736,9.344499,0.8153204,6021.4126
1888,Gaia DR3 5056024132074907776,55.62129448368871,-30.174897185137365,9.098807,8.796456,9.25815,1.0404642,6917.302
1889,Gaia DR3 6184379965639770752,194.15539048562712,-30.00465128032892,9.226312,8.556919,9.730879,0.97944677,5233.264
1890,Gaia DR3 6615807957349554816,328.9673411387022,-32.485365311890824,9.001197,8.573793,9.263493,0.9469507,6127.942
1891,Gaia DR3 5607593418598052992,105.94546997367063,-30.72635393076166,9.072933,8.734259,9.261966,1.0423471,6676.542
1892,Gaia DR3 6025626807464626688,246.38717372613948,-31.337149381967194,9.0014925,8.619149,9.22704,0.8946453,6398.205
1893,Gaia DR3 5016148487467460480,21.619848492000738,-32.55211679210056,9.223824,8.758804,9.518983,0.98271424,5868.2285
1894,Gaia DR3 5455279069232339328,158.4345143076434,-30.3202622718032,9.170726,8.759847,9.419795,1.1066388,6219.2617
1895,Gaia DR3 6753155823158657024,298.0771918105264,-29.720556516581684,9.076304,8.551655,9.433538,1.0007493,5655.4624
1896,Gaia DR3 4876385647450862976,74.58443519158901,-30.417249629673435,9.02115,8.696263,9.203991,1.0208689,6793.905
1897,Gaia DR3 6124371958187541760,214.16667528983623,-32.221030610569684,9.071975,8.624537,9.348103,1.1881377,6029.45
1898,Gaia DR3 6555676834657908864,349.91772567646797,-33.22448096930589,9.129621,8.688401,9.406304,1.0070546,5991.4785
1899,Gaia DR3 5640719092608573952,128.9576431300081,-30.564920484052188,9.094624,8.721508,9.313537,1.0124105,6462.7793
1900,Gaia DR3 4054646111821898368,263.65184942959957,-32.17955383348085,9.0115,8.565358,9.285203,0.7519659,6039.3887
1901,Gaia DR3 5064433334445305600,42.22527343788653,-31.566183023259406,9.02417,8.619426,9.264101,1.0336922,6224.6963
1902,Gaia DR3 3466892073709958400,178.94364949208372,-32.452922089109485,9.024478,8.335975,9.554727,1.0924665,5026.521
1903,Gaia DR3 6781130285186396288,315.96047339225083,-32.51382871622578,9.006439,8.608058,9.239319,0.96118575,6359.4224
1904,Gaia DR3 2892992255787574272,94.19040280832304,-31.664677631643,9.022892,8.410776,9.468608,1.0054914,5112.703
1905,Gaia DR3 6208318124782943744,233.42740214364247,-32.032598928337045,9.094078,8.685905,9.335469,0.8978437,6206.4443
1906,Gaia DR3 2317850127161470336,11.088713982817591,-30.11109436575939,9.197461,8.725466,9.502173,0.9413623,5817.4204
1907,Gaia DR3 5463290622051980672,149.06404404381738,-31.24308851555638,9.007423,7.551886,11.940076,1.0625187,6115.9375
1908,Gaia DR3 6757166738507092992,286.4624560032045,-32.17014871169867,9.067468,8.741548,9.250693,0.9755745,6906.863
1909,Gaia DR3 4882536109337739136,62.98846175319651,-33.76799289264224,9.008336,8.380558,9.473049,1.1433351,5038.179
1910,Gaia DR3 6182462627815471232,198.84973268118463,-30.557992066922395,9.127404,8.668556,9.417757,0.9832505,5888.1
1911,Gaia DR3 6600913904120344064,338.7506055160416,-32.91891009494382,9.057692,8.632755,9.3138895,1.1056027,6104.653
1912,Gaia DR3 5594976282154855296,115.60489694029116,-32.71263060580086,9.022343,8.65773,9.231451,0.98657066,6590.9355
1913,Gaia DR3 6030600418292311168,250.99233096360982,-30.794372985103266,9.303359,8.828226,9.605465,0.8645139,6087.983
1914,Gaia DR3 5018950043094083072,28.7433630236899,-31.222487069896637,9.063805,8.596146,9.36319,0.9535727,5973.8745
1915,Gaia DR3 5402594011081049088,168.46409836541693,-33.25902979481462,9.142987,8.611935,9.506844,0.96961725,5638.3564
1916,Gaia DR3 6699847857310204800,306.14932053019055,-33.02992744474784,9.029982,8.543533,9.344087,0.99521834,5704.3735
1917,Gaia DR3 2905125946418102016,80.66658462005547,-31.73893319424093,9.072631,8.754687,9.250496,0.9681662,6832.9624
1918,Gaia DR3 6216935478443823232,219.9863422387657,-30.80462168458056,9.03741,8.734776,9.206958,0.9804819,6879.892
1919,Gaia DR3 2324639847686159488,356.15593939101444,-32.855234823283524,9.041734,8.385935,9.531123,0.9310819,5659.4224
1920,Gaia DR3 5635191980788033408,136.69917328232063,-30.612846244414904,9.183306,8.718294,9.482053,0.91621786,5971.048
1921,Gaia DR3 4042827740542478336,270.80088851413166,-33.35039258066498,9.050733,8.613131,9.319113,0.68682957,6244.63
1922,Gaia DR3 5054114898852492288,51.66264069141902,-32.07565165393889,9.042251,8.662468,9.26347,1.384336,6504.0596
1923,Gaia DR3 3471200269504872448,187.5400866792695,-30.652509012224385,9.1212,8.446987,9.632823,1.0007637,5038.934
1924,Gaia DR3 6590980538119041920,322.9945039034789,-33.27843682385477,9.045983,8.39326,9.533112,0.925583,5063.303
1925,Gaia DR3 5579528659174620160,103.86338367949547,-34.467471598866126,9.001804,8.319861,9.523426,0.9441896,5397.285
1926,Gaia DR3 6015184578034881024,238.14243562179246,-33.35688817533397,9.055915,8.65275,9.296586,0.9322479,6259.753
1927,Gaia DR3 5014745270111928576,19.400346712699058,-33.20376863877965,9.278871,8.868797,9.528621,1.0730542,6255.019
1928,Gaia DR3 5448255869989729152,155.89120618953183,-33.722562328994876,9.055977,8.638424,9.306112,0.8417136,6144.9478
1929,Gaia DR3 6744297161053238784,293.43266722822494,-34.529835506257065,9.015142,8.3521,9.514361,1.0285445,5349.5386
1930,Gaia DR3 4874022178487399808,71.6573853708171,-34.128217241666306,9.092749,8.461994,9.5536995,1.0493702,5301.9116
1931,Gaia DR3 6165088248153131392,205.8825689389081,-34.23815898943074,9.1470375,8.72043,9.403565,1.0253505,6101.0884
1932,Gaia DR3 6602900584192703360,344.6607869353432,-33.4405654390349,9.032376,8.609189,9.292817,1.0199963,6098.4795
1933,Gaia DR3 5545038486941216128,122.49728247081988,-34.50551481125279,9.033363,8.593049,9.305413,0.9084587,6003.371
1934,Gaia DR3 5976083401931710592,260.34935569699473,-34.36158412125513,9.226562,8.814628,9.477184,0.8652301,6199.5283
1935,Gaia DR3 4967358380540808320,36.67436702264235,-33.73692985401854,9.30959,8.867502,9.58717,1.0040041,6004.927
1936,Gaia DR3 3465313346811511936,176.06782275489368,-34.46747654367503,9.158682,8.782866,9.374877,0.9699211,6447.446
1937,Gaia DR3 6792102586598339200,310.61421227976217,-33.32876657801731,9.040118,8.557387,9.347472,0.91981536,5847.0815
1938,Gaia DR3 2890222139320503040,88.97035525983631,-33.7276895847302,9.064974,8.611929,9.352238,0.88841057,5942.924
1939,Gaia DR3 6204415992375654912,227.15244390245562,-33.288775964827465,9.011618,8.626213,9.219431,1.2674758,6488.026
1940,Gaia DR3 2315784797647031936,5.890856831049986,-32.866319505000334,9.093894,8.717142,9.307252,1.0223333,6459.009
1941,Gaia DR3 5629652061392942976,141.65413911283198,-34.58279700600255,9.018447,8.710244,9.190171,0.9722453,6910.9214
1942,Gaia DR3 6736300717926330624,280.07441565437244,-33.65462782680421,9.081948,8.628942,9.364144,0.87709004,5977.601
1943,Gaia DR3 4862517988325944064,57.37053968295574,-33.010522142870656,9.022829,8.539873,9.333674,0.960624,5748.056
1944,Gaia DR3 6179481061519120512,196.9057190046935,-33.14968977530966,9.104748,8.448017,9.594095,1.0482783,5542.166
1945,Gaia DR3 6611555767928421120,332.42791378710444,-33.75465723663939,9.146263,8.706006,9.420817,0.75743306,6011.2827
1946,Gaia DR3 5591313942057081088,111.98131205531587,-34.89035134077393,9.01897,8.631441,9.244728,1.3046565,6465.81
1947,Gaia DR3 6022204066438985088,246.06256111213114,-35.68454008696975,9.009012,8.669493,9.203037,1.0582874,6713.0083
1948,Gaia DR3 5015597494703099264,24.636166666367874,-32.24971982132295,9.0822935,8.35902,9.656856,0.9730468,5341.005
1949,Gaia DR3 5449704991954941824,162.65426307794885,-34.00513943417934,9.011923,8.506773,9.345981,1.1092272,5642.809
1950,Gaia DR3 6700253748900780800,302.0180660523882,-33.86569676150105,9.006795,8.389164,9.453136,0.97663563,5593.394
1951,Gaia DR3 4825252824841288832,76.90898484030477,-33.993688089414995,9.006616,8.590475,9.257997,0.8966496,6169.085
1952,Gaia DR3 6119713842817030144,214.89957201493993,-35.2249510231712,9.016519,8.610993,9.253035,0.8967785,6344.543
1953,Gaia DR3 2325106766465608320,352.7750929792834,-33.2883730427584,9.206838,8.830079,9.425678,1.1783353,6412.3657
1954,Gaia DR3 5638837828214566400,129.0887072202641,-34.23614434566206,9.097273,8.628058,9.398112,0.86111623,5843.2183
1955,Gaia DR3 4041979188105626752,267.26011855997365,-32.889799089618194,9.056378,8.643912,9.289453,0.7095387,6085.8477
1956,Gaia DR3 5046265347902659840,45.176131859596545,-35.937280590794494,9.007416,8.476994,9.365131,0.9721183,5638.898
1957,Gaia DR3 3462913559604360320,183.78876809998968,-34.019502921813356,9.2511425,8.883971,9.462512,1.0860734,6594.8086
1958,Gaia DR3 6783881572514042752,318.6646387961945,-32.91421052183534,9.126763,8.612778,9.437247,1.0305406,5947.5913
1959,Gaia DR3 5581278944246273024,98.27619057262285,-35.55852330820789,9.064625,8.396385,9.575932,1.0283955,5193.6104
1960,Gaia DR3 6013074512147971072,235.9484043988371,-35.475141521810485,9.048144,8.651037,9.278143,0.96439207,6317.25
1961,Gaia DR3 5002629167369360640,13.60262437116627,-35.40089728606564,9.205282,8.809346,9.43704,0.92634,6278.327
1962,Gaia DR3 5422190400666461184,151.02387883574735,-36.582776460842744,9.001636,8.640574,9.209686,0.9653739,6512.0444
1963,Gaia DR3 6743911060675033216,289.4761021828905,-34.12658716784023,9.053454,8.364822,9.581084,1.0202551,5318.7383
1964,Gaia DR3 4870445020485171712,63.88828784887798,-34.15557692494403,9.020456,8.676619,9.21419,0.9438566,6670.5444
1965,Gaia DR3 6164410124356846336,203.96294747220793,-36.27293925337906,9.014786,8.348256,9.51939,1.0235296,5030.7334
1966,Gaia DR3 6596443491705356544,340.6757255418763,-35.80591649084721,9.063423,8.569841,9.383624,0.9519515,5666.5977
1967,Gaia DR3 5539340444032385792,118.33392272621246,-36.51966700964266,9.016084,8.629427,9.246161,0.86595654,6332.6875
1968,Gaia DR3 5977192809175811584,256.24926426036615,-35.9585644195543,9.06129,8.6334715,9.323412,0.83988935,6146.962
1969,Gaia DR3 4969771052648102656,34.17801192361287,-34.980025300735925,9.016601,8.614737,9.254561,0.9829734,6243.139
1970,Gaia DR3 5397511346783313024,168.5709564736139,-36.25176217941842,9.055598,8.615342,9.329745,1.119737,5999.1343
1971,Gaia DR3 6696439916723369344,307.5158084908988,-34.691495496842705,9.0815,8.703346,9.300457,1.0419731,6403.8174
1972,Gaia DR3 4821861003268739328,83.81761559533001,-35.807819965233044,9.110743,8.70081,9.361576,1.0151119,6195.731
1973,Gaia DR3 6215577341068535424,221.4698739777722,-33.50801794468671,9.086464,8.742557,9.283016,1.1864997,6851.2773
1974,Gaia DR3 2309563172446539776,0.8308243172399283,-35.553720618333436,9.093134,8.714525,9.315174,1.0038849,6399.5825
1975,Gaia DR3 5623009774213614720,138.34841226604587,-36.85251834578911,9.036765,8.659235,9.249113,0.89719284,6474.253
1976,Gaia DR3 6728309403031435008,275.25021369268285,-36.67015007993786,9.001037,8.582316,9.2553425,1.059698,6147.978
1977,Gaia DR3 4859858475856332160,53.97685233599929,-36.314443606318534,9.065133,8.445832,9.513381,0.90580857,5011.1714
1978,Gaia DR3 6158296633547960832,189.79042965915508,-34.271986100630734,9.022096,8.5755625,9.301138,1.0934781,5974.832
1979,Gaia DR3 6587050368165225728,329.02663366685346,-36.13129585151539,9.041337,8.660638,9.263271,0.88052535,6673.6763
1980,Gaia DR3 5579528659174620160,103.86338367949547,-34.467471598866126,9.001804,8.319861,9.523426,0.9441896,5397.285
1981,Gaia DR3 6023100134053004416,244.3610479880678,-34.81821265633157,9.003334,8.556084,9.275246,0.93588275,5969.2095
1982,Gaia DR3 5014302785400981504,19.651978185659527,-34.81881192163232,9.015843,8.660145,9.221345,0.8894393,6641.331
1983,Gaia DR3 5445904804890145024,156.3506555868119,-34.74359626434657,9.23974,8.556242,9.764854,0.92587274,5005.7876
1984,Gaia DR3 6744297161053238784,293.43266722822494,-34.529835506257065,9.015142,8.3521,9.514361,1.0285445,5349.5386
1985,Gaia DR3 4874022178487399808,71.6573853708171,-34.128217241666306,9.092749,8.461994,9.5536995,1.0493702,5301.9116
1986,Gaia DR3 6121884794165929088,208.55628576053235,-35.647336244375936,9.3596115,8.948039,9.606926,1.2451155,6175.767
1987,Gaia DR3 6552779239266097280,346.2941592176706,-38.09688615567292,9.002635,8.5554695,9.281053,0.8512518,5959.609
1988,Gaia DR3 5541619525483067008,123.57691489127745,-36.48488768091699,9.047989,8.528234,9.389083,0.9554181,6227.031
1989,Gaia DR3 5962489310752554752,263.56329399901205,-37.755657031004084,9.02047,8.328831,9.553224,0.802602,5419.634
1990,Gaia DR3 4953822460392300928,39.40472610189094,-36.975888156246775,9.054072,8.652412,9.293895,0.9832404,6234.8916
1991,Gaia DR3 3464344539628178816,178.11410485990834,-34.99020038261748,9.033638,8.634022,9.272018,0.91850215,6278.851
1992,Gaia DR3 6775325482266294528,315.68064806843324,-37.18896907957614,9.289558,8.984857,9.458141,0.97909164,6986.244
1993,Gaia DR3 2885219185317651712,93.94331581010623,-36.208537505677455,9.074143,8.437762,9.550283,1.0208887,5026.4795
1994,Gaia DR3 6206033167820286720,230.35394257681975,-35.18632730801443,9.042462,8.4077425,9.496204,1.0865321,6429.4053
1995,Gaia DR3 5003751837460598016,9.039376519341129,-36.93710634832793,9.11535,8.625131,9.435599,0.8991814,5708.728
1996,Gaia DR3 5432718842978510592,145.42319589328133,-38.5281208115376,9.027254,7.992878,10.128378,1.0753987,5177.185
1997,Gaia DR3 6731831722859796096,282.1700471554257,-36.61160893125949,9.075146,8.386003,9.604601,0.8693859,5038.807
1998,Gaia DR3 4857992157947676672,59.96933344754255,-36.02351165601682,9.125748,8.728083,9.360354,0.9494534,6287.8438
1999,Gaia DR3 6142589869427080192,197.16899274220899,-36.95630379361743,9.017993,8.564819,9.302269,0.9987336,5924.018
2000,Gaia DR3 6594729082494705664,335.91094624757034,-38.580479060493964,9.022712,8.53345,9.338987,0.94102204,5683.705
2001,Gaia DR3 5585385001704532992,112.8334362997787,-38.8529119803876,9.0410595,8.596996,9.314958,0.840584,5966.228
2002,Gaia DR3 6019884818482682880,252.44371842567702,-35.29838785049567,9.021471,8.57521,9.296368,0.99595386,6148.589
2003,Gaia DR3 5010883510397388544,26.977376047666503,-36.319462240885485,9.204645,8.763232,9.482511,0.98640215,5978.7236
2004,Gaia DR3 5400689794381530752,166.74446091967636,-35.87899180351311,9.060128,8.690603,9.274207,0.95739627,6592.2383
2005,Gaia DR3 6693685472593823232,303.3599597366296,-38.35625148867356,9.037599,8.283771,9.443288,1.2513248,5194.329
2006,Gaia DR3 4822018645748152960,81.91536221514248,-35.98519184551554,9.029195,8.660477,9.244793,1.0488924,6582.2754
2007,Gaia DR3 6118272245637702016,216.57145380146778,-37.50467715700938,9.012535,8.5933485,9.266813,1.0949582,6239.6646
2008,Gaia DR3 6538776477650240896,354.40765911729727,-37.66883349569365,9.090181,8.702853,9.319205,0.986006,6333.706
2009,Gaia DR3 5622601065125932416,134.21010458182153,-36.550719099004716,9.059145,8.692075,9.269885,0.98505276,6521.8364
2010,Gaia DR3 4037211671322769536,269.5376071814053,-37.453080616355,9.025707,8.67774,9.224177,0.7114131,6919.649
2011,Gaia DR3 5047630082350940160,46.949650466116914,-35.774984697957265,9.269146,8.839455,9.53241,0.8312648,6061.5903
2012,Gaia DR3 6150679629306213760,187.16869147685438,-38.13794404814743,9.375316,8.955025,9.630349,1.0864973,6146.5303
2013,Gaia DR3 6589087419614763264,323.000658502359,-37.42155175669692,9.008468,8.3482485,9.506515,1.0138255,5009.524
2014,Gaia DR3 5576531012520091008,102.09159714101119,-37.99815508082864,9.244785,8.781505,9.526284,1.0739499,5862.68
2015,Gaia DR3 6011499358661120896,237.40357826627795,-35.874161959049076,9.017181,8.606473,9.2615185,0.9194585,6186.079
2016,Gaia DR3 4989916579569723904,17.28502761766795,-36.14374111661583,9.000568,8.430139,9.399898,1.0527203,5372.388
2017,Gaia DR3 5422269187546394368,151.38979124772223,-36.620547939864046,9.167063,8.806762,9.374507,0.9103619,6540.675
2018,Gaia DR3 6738721434508662784,292.09248046643967,-38.371039372698924,9.007422,8.481607,9.358087,0.89638025,6028.5435
2019,Gaia DR3 4864377911026894464,67.74866469663218,-39.178452973595626,9.061526,8.600502,9.354698,1.078873,5880.599
2020,Gaia DR3 6164410124356846336,203.96294747220793,-36.27293925337906,9.014786,8.348256,9.51939,1.0235296,5030.7334
2021,Gaia DR3 6546333524146893696,342.80099132741856,-39.89168820591648,9.131844,8.788986,9.327032,0.9272472,6654.9336
2022,Gaia DR3 5538244299661252736,119.42297540168018,-37.857375538850945,9.001985,8.28666,9.561416,1.0875695,5026.4023
2023,Gaia DR3 5976926796105646976,257.1027554095977,-36.33343522314916,9.103149,8.660931,9.368308,0.88187826,6034.868
2024,Gaia DR3 4963720268361413376,36.24798489585296,-38.68819869136812,9.210756,8.852564,9.418953,0.9169498,6552.639
2025,Gaia DR3 5384522644127702144,175.0017295461678,-39.444799330146225,9.022943,8.667584,9.228188,0.8781244,6978.371
2026,Gaia DR3 6778011108137450112,311.53412041251926,-37.91609777905577,9.027353,8.39871,9.49112,1.1069096,5039.9385
2027,Gaia DR3 2883435816114471168,88.50820272393065,-39.99481786395539,9.041958,8.395163,9.525582,0.92541957,5027.1084
2028,Gaia DR3 6199545946139217280,227.28782845911095,-37.12406911932163,9.017277,8.66761,9.216407,1.0181007,6664.0625
2029,Gaia DR3 4996442863979758080,3.6631143305156555,-39.79449420103076,9.035032,8.55674,9.345377,1.0703769,5787.6426
2030,Gaia DR3 5436237726864099072,142.61588006077426,-36.96654144816209,9.128813,8.646082,9.440851,1.0382354,5729.4087
2031,Gaia DR3 6726333408816142720,276.64166241476903,-40.03964851688701,9.00163,8.360674,9.472887,0.8872321,5318.0493
2032,Gaia DR3 4855965345700593280,57.41587440635242,-37.73526319859632,9.026341,8.524947,9.355488,1.0933789,5640.592
2033,Gaia DR3 6152147649129566592,191.42736122856468,-40.27738902776969,9.066725,8.636858,9.330819,1.0723948,6040.997
2034,Gaia DR3 6572929305971509376,329.32097574893976,-39.29007752007706,9.019554,8.692242,9.203032,1.0563229,6726.6206
2035,Gaia DR3 5564878457005062272,108.50133005968452,-39.017937632473796,9.020749,8.686458,9.206384,0.9700298,6733.293
2036,Gaia DR3 5997300987069075968,244.11810722864092,-38.736899818948366,9.061489,8.678008,9.284698,0.9040512,6470.2095
2037,Gaia DR3 5008113359571537280,22.443715730426145,-40.84584123848247,9.0773325,8.548815,9.4333515,1.311168,5943.3936
2038,Gaia DR3 5392972768943601920,160.51971590196322,-39.59042557259983,9.051549,8.695133,9.218856,0.9129135,6829.9434
2039,Gaia DR3 6691039841459275392,298.43202810429733,-38.586801470358964,9.013028,8.555471,9.303314,1.1343404,5895.889
2040,Gaia DR3 4820355393892822144,76.1275415130139,-38.54165577474288,9.0081415,8.609695,9.244609,0.9621481,6253.0244
2041,Gaia DR3 6110238251613016320,212.348143093546,-40.616405281243054,9.008224,8.628561,9.230597,1.0551592,6643.1177
2042,Gaia DR3 6538516992906177024,352.38747618559586,-38.14330628791279,9.129396,8.720978,9.375542,1.3399198,6191.056
2043,Gaia DR3 5527724034967071744,126.85448168684185,-40.559730254904274,9.029862,8.350214,9.548286,0.9618538,5203.8105
2044,Gaia DR3 5957986883736240384,266.3864680881381,-40.80501097577987,9.06933,8.536617,9.432789,0.8526259,5551.636
2045,Gaia DR3 5045660032392118144,43.36905512754204,-38.04423712291131,9.010937,8.351601,9.505195,0.93682927,5072.6514
2046,Gaia DR3 5380367898921640832,179.4759982969317,-41.57171686657886,9.013992,8.61644,9.250591,0.9242196,6977.5127
2047,Gaia DR3 6583382053778981376,319.52590762055456,-38.403246091206974,9.140585,8.655487,9.452483,1.0772215,5734.5347
2048,Gaia DR3 5573291365930117888,95.48691894589902,-40.88056524905003,9.032531,8.46242,9.434534,0.9319449,5288.2373
2049,Gaia DR3 6001999165895108352,234.2154264419017,-41.63594612308478,9.019767,8.70483,9.193231,0.96965796,6814.6216
2050,Gaia DR3 4999448211510490368,11.368573482411371,-39.58863970132707,9.028078,8.642585,9.254005,1.0104897,6475.4473
